epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5817577242851257,0.6110385656356812,0.7006686925888062,0.5828800201416016,0.5761345028877258,0.6225203275680542,0.6731002926826477,0.6467794179916382,0.6182989478111267,0.6372650861740112
1,0.6212887167930603,0.6719071269035339,0.6442814469337463,0.6214444637298584,0.6214035749435425,0.6400924921035767,0.6970345973968506,0.6447792053222656,0.6254574656486511,0.695602297782898
2,0.6399378180503845,0.6969085335731506,0.6290967464447021,0.640257716178894,0.6394385099411011,0.6542604565620422,0.7142536640167236,0.6452333927154541,0.6514685750007629,0.661142110824585
3,0.653810977935791,0.7144219875335693,0.6168264150619507,0.6551746726036072,0.6499872207641602,0.6670455932617188,0.7300230860710144,0.6462575197219849,0.675896406173706,0.63987797498703
4,0.6651825308799744,0.7300209999084473,0.6047762632369995,0.6667596697807312,0.6609758734703064,0.6732684969902039,0.7434190511703491,0.652253270149231,0.7146204710006714,0.5752231478691101
5,0.6773579120635986,0.7454481720924377,0.5924436450004578,0.6791314482688904,0.6728846430778503,0.6729015707969666,0.7512420415878296,0.696784257888794,0.7479725480079651,0.519983172416687
6,0.6891313791275024,0.7603175044059753,0.5795431137084961,0.6914976239204407,0.6833909749984741,0.6736757159233093,0.7600319981575012,0.7240543365478516,0.7780863046646118,0.4845118224620819
7,0.7007255554199219,0.774962306022644,0.5657230019569397,0.7048140168190002,0.6911464333534241,0.6719619631767273,0.7661005258560181,0.785663902759552,0.806925892829895,0.4507441520690918
8,0.7123197913169861,0.7891396880149841,0.5511896014213562,0.7189185619354248,0.6976170539855957,0.6729630827903748,0.7757211923599243,0.8098887205123901,0.8341510891914368,0.430491179227829
9,0.7239527702331543,0.8028459548950195,0.5358666181564331,0.7336317300796509,0.7035767436027527,0.6764011383056641,0.7882283329963684,0.8269032835960388,0.8688733577728271,0.41431260108947754
10,0.734789252281189,0.815534770488739,0.520824670791626,0.7470961809158325,0.7101989984512329,0.6752537488937378,0.7941198348999023,0.8646888136863708,0.8887670636177063,0.3994850814342499
