epoch,auc,dice,loss,precision,recall,val_auc,val_dice,val_loss,val_precision,val_recall
0,0.49909326434135437,0.35370755195617676,0.8556051850318909,0.3018684387207031,0.48242905735969543,0.4996453523635864,0.37059468030929565,0.9449040293693542,0.3001148998737335,0.7834869027137756
1,0.4989990293979645,0.3545728325843811,0.8271762132644653,0.30177587270736694,0.47079673409461975,0.49964073300361633,0.3705333173274994,0.8750381469726562,0.3001163899898529,0.7309772968292236
2,0.49914631247520447,0.3553315997123718,0.8051589727401733,0.30187100172042847,0.456820547580719,0.49977225065231323,0.3705417513847351,0.830134928226471,0.30021533370018005,0.6842227578163147
3,0.49943217635154724,0.3560257852077484,0.7870327234268188,0.3020577132701874,0.4409955143928528,0.4999780058860779,0.37063610553741455,0.8000105619430542,0.3003968894481659,0.6425106525421143
4,0.4994644224643707,0.3565657138824463,0.7718115448951721,0.3020828068256378,0.42347025871276855,0.5001978278160095,0.3707679510116577,0.7782748937606812,0.30054914951324463,0.6045331358909607
5,0.49959585070610046,0.35703933238983154,0.7584275603294373,0.302183598279953,0.40473705530166626,0.5004080533981323,0.37088242173194885,0.7613188624382019,0.30071476101875305,0.5690126419067383
6,0.4997994601726532,0.3574637472629547,0.7463244795799255,0.3023345470428467,0.38480427861213684,0.5005981922149658,0.37099722027778625,0.7480289936065674,0.30086976289749146,0.5370584726333618
7,0.49991574883461,0.35779884457588196,0.7353675365447998,0.3025002181529999,0.3635782301425934,0.5007835030555725,0.371091365814209,0.7369523048400879,0.30101680755615234,0.5072930455207825
8,0.5000110268592834,0.35807549953460693,0.7253041863441467,0.3025817275047302,0.34119948744773865,0.5009412169456482,0.37116897106170654,0.7275869250297546,0.3011561632156372,0.4792623519897461
9,0.5000792145729065,0.3583392798900604,0.7160170078277588,0.30269214510917664,0.31796446442604065,0.5010713934898376,0.37121957540512085,0.7191841006278992,0.301278680562973,0.4512650668621063
10,0.5001626014709473,0.35858696699142456,0.7074509263038635,0.302778959274292,0.2941286563873291,0.501181960105896,0.37124061584472656,0.7113006114959717,0.30134323239326477,0.42172256112098694
11,0.5001912713050842,0.3588534891605377,0.6996103525161743,0.30290910601615906,0.27020055055618286,0.5012806057929993,0.37124672532081604,0.7039510011672974,0.3013772964477539,0.39178863167762756
12,0.500232994556427,0.3591763973236084,0.6924576759338379,0.30301401019096375,0.24647420644760132,0.5013334155082703,0.37121009826660156,0.6963971853256226,0.30141204595565796,0.3588607907295227
13,0.5002915859222412,0.359555184841156,0.6859807968139648,0.30315253138542175,0.22366267442703247,0.501414954662323,0.37122100591659546,0.6899388432502747,0.3015129268169403,0.32943999767303467
14,0.5003622770309448,0.3600248694419861,0.6801791191101074,0.3032640218734741,0.20195817947387695,0.5014681816101074,0.3712259829044342,0.6833747029304504,0.30157411098480225,0.29844504594802856
15,0.5003225207328796,0.36057624220848083,0.6750155091285706,0.303323894739151,0.1816369593143463,0.5015166997909546,0.37126412987709045,0.6774111986160278,0.3016590178012848,0.26965051889419556
16,0.5004439949989319,0.3612390160560608,0.6703809499740601,0.3034202754497528,0.16312938928604126,0.5015857219696045,0.3713361620903015,0.6718444228172302,0.30174416303634644,0.2421567142009735
17,0.5004773139953613,0.36198052763938904,0.6662945747375488,0.3036104142665863,0.1464487761259079,0.5016582608222961,0.37145906686782837,0.6670666933059692,0.30187496542930603,0.21835197508335114
18,0.500536322593689,0.36280059814453125,0.6626706123352051,0.3038281202316284,0.1317431479692459,0.5017340779304504,0.37160247564315796,0.662387490272522,0.30206191539764404,0.1946924924850464
19,0.5007266998291016,0.36365967988967896,0.6593834161758423,0.3040064871311188,0.11877597868442535,0.5017797946929932,0.37177324295043945,0.6580265760421753,0.3022930324077606,0.17247112095355988
20,0.500677227973938,0.3644762337207794,0.6565477848052979,0.3040411174297333,0.10740496963262558,0.5018430948257446,0.3719789385795593,0.6542549133300781,0.30242919921875,0.15301834046840668
21,0.5007322430610657,0.3653161823749542,0.6539309024810791,0.30410847067832947,0.09760691970586777,0.501900851726532,0.3722025454044342,0.6508368849754333,0.3025975823402405,0.13531875610351562
22,0.5007798075675964,0.3661232590675354,0.6515785455703735,0.30412206053733826,0.08916927129030228,0.5019881129264832,0.3724413216114044,0.6480807065963745,0.3027234673500061,0.12096663564443588
23,0.500899612903595,0.36692729592323303,0.649381697177887,0.3044886291027069,0.08184793591499329,0.502038300037384,0.3726816773414612,0.6456233263015747,0.3027726709842682,0.10813397914171219
24,0.5009439587593079,0.367654949426651,0.6473757028579712,0.30458489060401917,0.07529202103614807,0.5021032691001892,0.3729201555252075,0.6435462236404419,0.30282261967658997,0.09731077402830124
25,0.5009209513664246,0.36834558844566345,0.6455678939819336,0.30461356043815613,0.06943284720182419,0.5021501183509827,0.3731716275215149,0.6411902904510498,0.30297213792800903,0.08516987413167953
26,0.5010132193565369,0.36898547410964966,0.6438353657722473,0.3046128749847412,0.06408639252185822,0.502241849899292,0.37339308857917786,0.6398191452026367,0.3030129373073578,0.07806102931499481
0,0.4997289478778839,0.35274752974510193,0.6472533941268921,0.30228886008262634,0.5286369323730469,0.4990415573120117,0.36070552468299866,0.6392942070960999,0.2989792227745056,0.3422718942165375
1,0.4998115301132202,0.3546445667743683,0.6453558206558228,0.30233949422836304,0.5393995046615601,0.49932578206062317,0.36238986253738403,0.6376097202301025,0.2995222508907318,0.3957679569721222
2,0.5002512335777283,0.3565056025981903,0.6434940695762634,0.3026137948036194,0.5508464574813843,0.499609112739563,0.3644067347049713,0.6355934739112854,0.29987889528274536,0.4510270655155182
3,0.5003753900527954,0.358171671628952,0.6418274641036987,0.3026670217514038,0.5627864599227905,0.49989062547683716,0.36638084053993225,0.6336190104484558,0.30018383264541626,0.5040773153305054
4,0.500673770904541,0.35977572202682495,0.6402243971824646,0.3028244376182556,0.5756750106811523,0.5001624226570129,0.3681309223175049,0.6318690776824951,0.30044251680374146,0.5541148781776428
5,0.5008615851402283,0.36120352149009705,0.6387963891029358,0.30290207266807556,0.5891796946525574,0.5004234313964844,0.36958983540534973,0.6304100751876831,0.30059289932250977,0.5990593433380127
6,0.5009879469871521,0.36251839995384216,0.6374812126159668,0.30294138193130493,0.6036145091056824,0.500668466091156,0.37076687812805176,0.6292334198951721,0.3007233440876007,0.6384456753730774
7,0.5012996196746826,0.36375173926353455,0.6362485885620117,0.303096741437912,0.6189121603965759,0.500896692276001,0.37170925736427307,0.6282909512519836,0.30083680152893066,0.6731665730476379
8,0.5014504790306091,0.3648601472377777,0.6351402997970581,0.3031500577926636,0.634845495223999,0.5011179447174072,0.372493177652359,0.627506673336029,0.30093473196029663,0.7050250768661499
9,0.5015069842338562,0.3658796548843384,0.6341208815574646,0.3031747341156006,0.6514552235603333,0.5013269782066345,0.3731398284435272,0.6268598437309265,0.3009900450706482,0.7332756519317627
10,0.5017654895782471,0.36684650182724,0.6331530809402466,0.3032669723033905,0.6683380007743835,0.5015190839767456,0.3736877739429474,0.6263126134872437,0.3010401725769043,0.758717954158783
11,0.5019513964653015,0.3677508234977722,0.632249116897583,0.30329909920692444,0.6859457492828369,0.5016886591911316,0.3741554319858551,0.6258447766304016,0.30108746886253357,0.7819430232048035
12,0.5021224021911621,0.36858975887298584,0.6314107775688171,0.30332618951797485,0.7034313678741455,0.5018386840820312,0.3745509088039398,0.6254492998123169,0.3010975122451782,0.8017585873603821
13,0.5022655725479126,0.36935821175575256,0.6306418180465698,0.303365558385849,0.7213168740272522,0.5019815564155579,0.37491628527641296,0.6250836849212646,0.301106333732605,0.8213983178138733
14,0.5021975636482239,0.370059609413147,0.6299406886100769,0.30331483483314514,0.7387821078300476,0.5021162629127502,0.3752361536026001,0.6247639060020447,0.3010864555835724,0.8390007019042969
15,0.5025252103805542,0.37076514959335327,0.629235029220581,0.30335769057273865,0.7566881775856018,0.502219557762146,0.3755209147930145,0.6244789958000183,0.3010695278644562,0.8549934029579163
16,0.502506673336029,0.3713693618774414,0.6286302804946899,0.30331292748451233,0.773780345916748,0.5023206472396851,0.3757829964160919,0.6242173314094543,0.30106136202812195,0.8708544373512268
17,0.5027647614479065,0.3719724416732788,0.6280270218849182,0.3033555746078491,0.7907820343971252,0.5023983120918274,0.376016765832901,0.6239830255508423,0.3010428547859192,0.8853655457496643
18,0.5028353929519653,0.3725045919418335,0.6274949312210083,0.30330926179885864,0.8069369792938232,0.5024651288986206,0.37622636556625366,0.6237730383872986,0.3010109066963196,0.8983246684074402
19,0.5029972195625305,0.372990220785141,0.6270098090171814,0.30328595638275146,0.8218948841094971,0.5025293827056885,0.3764137625694275,0.6235863566398621,0.3009672164916992,0.9105035662651062
20,0.5029841661453247,0.3734344244003296,0.6265659928321838,0.30326759815216064,0.8363527059555054,0.5025799870491028,0.37658146023750305,0.6234189867973328,0.3009323477745056,0.9209694862365723
21,0.5031285881996155,0.37383973598480225,0.6261597275733948,0.30323612689971924,0.8495767712593079,0.5026169419288635,0.37672924995422363,0.6232710480690002,0.30089735984802246,0.9298039674758911
22,0.5029613375663757,0.37419167160987854,0.6258084774017334,0.30314910411834717,0.8617041707038879,0.5026428699493408,0.37686342000961304,0.623136579990387,0.30086392164230347,0.9366723895072937
23,0.5031293034553528,0.37453314661979675,0.6254674792289734,0.3031284213066101,0.8729251027107239,0.502686619758606,0.37699052691459656,0.6230099201202393,0.30082830786705017,0.944281280040741
24,0.5031854510307312,0.3748292326927185,0.6251711845397949,0.30310070514678955,0.8826464414596558,0.5027231574058533,0.37711000442504883,0.622890293598175,0.300792932510376,0.9498943090438843
25,0.5032371282577515,0.37510985136032104,0.6248897910118103,0.30308690667152405,0.8913064002990723,0.5027511715888977,0.37722063064575195,0.6227789521217346,0.30077117681503296,0.9550377130508423
26,0.5033359527587891,0.37537944316864014,0.6246206164360046,0.30308014154434204,0.8989843726158142,0.5027947425842285,0.3773309886455536,0.6226691007614136,0.300758421421051,0.9591824412345886
27,0.5033627152442932,0.37560877203941345,0.6243908405303955,0.3030458688735962,0.9053043723106384,0.5028214454650879,0.37743812799453735,0.6225619316101074,0.30074527859687805,0.962535560131073
28,0.5033891201019287,0.3758331537246704,0.6241668462753296,0.3030105531215668,0.9109715223312378,0.5028411746025085,0.3775472640991211,0.6224527359008789,0.3007339835166931,0.9648988842964172
29,0.5033771395683289,0.3760434091091156,0.6239566206932068,0.302990198135376,0.9159621596336365,0.5028772950172424,0.37765398621559143,0.622346043586731,0.3007265627384186,0.9669701457023621
30,0.5035201907157898,0.3762515187263489,0.6237483024597168,0.302989661693573,0.9203048348426819,0.5029231309890747,0.3777589201927185,0.6222414374351501,0.3007165193557739,0.9692005515098572
31,0.5035617351531982,0.37643834948539734,0.6235617995262146,0.30296728014945984,0.923666775226593,0.5029705166816711,0.37786293029785156,0.6221373081207275,0.3007063567638397,0.9711155295372009
32,0.5035650134086609,0.3766193389892578,0.623380720615387,0.3029463291168213,0.9267721772193909,0.5030266046524048,0.37796905636787415,0.6220309734344482,0.30070140957832336,0.9722976088523865
33,0.5036371350288391,0.3768000900745392,0.6232003569602966,0.302941232919693,0.9293412566184998,0.5030707716941833,0.37806472182273865,0.621935248374939,0.3006957769393921,0.9739691019058228
34,0.5036814212799072,0.37698042392730713,0.6230196952819824,0.30295076966285706,0.9317598342895508,0.5031214952468872,0.3781691789627075,0.6218303442001343,0.3006915748119354,0.9746037125587463
35,0.5037072896957397,0.3771372139453888,0.6228622794151306,0.30293795466423035,0.9337599873542786,0.503185510635376,0.37826547026634216,0.6217347979545593,0.30068808794021606,0.9754635691642761
36,0.5037388205528259,0.3773016333580017,0.6226985454559326,0.3029230237007141,0.9358077645301819,0.503247082233429,0.37835952639579773,0.6216405630111694,0.30068591237068176,0.9764041304588318
37,0.5038584470748901,0.37746334075927734,0.62253737449646,0.30292555689811707,0.937454879283905,0.5033166408538818,0.37844860553741455,0.621551513671875,0.30068203806877136,0.9773138761520386
38,0.503892183303833,0.3776165246963501,0.6223835945129395,0.30292028188705444,0.9390934705734253,0.5033776164054871,0.37853601574897766,0.6214637756347656,0.3006823658943176,0.9777032136917114
39,0.5039520263671875,0.37776151299476624,0.6222377419471741,0.3029133379459381,0.940617024898529,0.5034486055374146,0.3786216378211975,0.6213784217834473,0.30068057775497437,0.9778717160224915
40,0.5040080547332764,0.3779085576534271,0.6220912337303162,0.30292272567749023,0.9418805837631226,0.5035172700881958,0.37869954109191895,0.6213006377220154,0.30068039894104004,0.9784730076789856
41,0.5041024088859558,0.3780475854873657,0.6219516396522522,0.30291256308555603,0.9432881474494934,0.503578245639801,0.3787737190723419,0.6212260723114014,0.30067914724349976,0.978906512260437
42,0.5040712356567383,0.37817850708961487,0.6218217611312866,0.3029077649116516,0.9446099996566772,0.5036718249320984,0.378844678401947,0.6211552023887634,0.3006773889064789,0.9797780513763428
43,0.5042415857315063,0.3783165216445923,0.6216837763786316,0.30291104316711426,0.945900022983551,0.5037545561790466,0.3789125680923462,0.6210871338844299,0.30067679286003113,0.9799953103065491
44,0.5042207837104797,0.3784294128417969,0.6215706467628479,0.3028993308544159,0.9468905925750732,0.5038396716117859,0.37897616624832153,0.6210237741470337,0.3006740212440491,0.9807339906692505
45,0.5044514536857605,0.3785657286643982,0.6214345693588257,0.3029059171676636,0.9480988383293152,0.5039339661598206,0.37903663516044617,0.6209630966186523,0.3006705939769745,0.9818017482757568
46,0.5044100880622864,0.3786791265010834,0.6213217973709106,0.3029131293296814,0.9492647647857666,0.5039995908737183,0.3790954649448395,0.6209052205085754,0.3006696403026581,0.9818810820579529
47,0.504437267780304,0.3787866234779358,0.6212132573127747,0.30290544033050537,0.9506117701530457,0.5040984153747559,0.37915000319480896,0.6208499073982239,0.3006688952445984,0.9824252724647522
48,0.5045749545097351,0.3789012134075165,0.6210987567901611,0.30290502309799194,0.9517092108726501,0.5041828751564026,0.37920159101486206,0.6207985281944275,0.30066636204719543,0.9829612970352173
49,0.5045303702354431,0.378997266292572,0.6210018992424011,0.3029027581214905,0.9527662992477417,0.5042592883110046,0.37925010919570923,0.6207498908042908,0.3006665110588074,0.9831051826477051
50,0.5046454668045044,0.37910163402557373,0.620898425579071,0.30289319157600403,0.9540377259254456,0.5043826699256897,0.3792980909347534,0.6207021474838257,0.3006645143032074,0.9842063188552856
51,0.5046889781951904,0.37919580936431885,0.6208046078681946,0.30289965867996216,0.9549798369407654,0.5044522285461426,0.379340797662735,0.6206590533256531,0.30066102743148804,0.984434962272644
52,0.5049103498458862,0.3793000876903534,0.620701014995575,0.30289584398269653,0.9561551213264465,0.5045526623725891,0.3793831765651703,0.6206167340278625,0.3006580173969269,0.9851483106613159
53,0.5049819946289062,0.379393070936203,0.6206061840057373,0.30291205644607544,0.9573758840560913,0.5046492218971252,0.3794240653514862,0.6205764412879944,0.30065104365348816,0.9858274459838867
54,0.5051226615905762,0.3794836699962616,0.6205159425735474,0.3029126226902008,0.9584987759590149,0.5047469139099121,0.37946197390556335,0.6205384135246277,0.3006487786769867,0.9862422347068787
55,0.5050468444824219,0.3795603811740875,0.6204391717910767,0.3028976321220398,0.9595645070075989,0.5048341751098633,0.37949785590171814,0.6205024123191833,0.30064696073532104,0.986643373966217
56,0.5050704479217529,0.37964263558387756,0.6203576326370239,0.3028980791568756,0.9607160091400146,0.5049440860748291,0.37953290343284607,0.6204668283462524,0.30064210295677185,0.9874342083930969
57,0.505327045917511,0.37972283363342285,0.6202768683433533,0.3028976023197174,0.9618066549301147,0.5050336718559265,0.3795652389526367,0.6204348802566528,0.30063897371292114,0.9879662990570068
58,0.5052806735038757,0.37979763746261597,0.6202020645141602,0.30288973450660706,0.9627641439437866,0.5051308870315552,0.37959665060043335,0.6204032897949219,0.3006340265274048,0.9884418845176697
