epoch,kl_loss,loss,reconstruction_loss
139,29.36882781982422,85011.71875,84982.3515625
140,27.932811737060547,84970.6171875,84942.6875
141,30.75791358947754,86567.8046875,86537.046875
142,33.7387580871582,88593.7421875,88560.0
143,28.39394760131836,85808.3828125,85779.9921875
144,30.254056930541992,83869.1796875,83838.921875
145,33.98792266845703,90837.0859375,90803.1015625
146,33.09616470336914,87007.125,86974.03125
147,31.94468879699707,82217.390625,82185.4453125
148,32.424869537353516,83070.2265625,83037.8046875
149,32.550846099853516,89754.171875,89721.6171875
150,32.42097091674805,89252.6484375,89220.2265625
151,29.227684020996094,81574.90625,81545.6796875
152,29.7994327545166,84677.9296875,84648.1328125
153,29.135143280029297,84297.1484375,84268.015625
154,33.340293884277344,88344.6484375,88311.3046875
155,31.564661026000977,87070.3984375,87038.8359375
156,30.43477439880371,84709.8828125,84679.4453125
157,33.34743881225586,89890.1953125,89856.8515625
158,33.4422492980957,86676.4609375,86643.015625
159,27.552099227905273,83721.3125,83693.7578125
160,29.964662551879883,87393.703125,87363.7421875
161,30.60759162902832,91097.03125,91066.421875
162,30.914331436157227,85614.8125,85583.8984375
163,30.505611419677734,84521.765625,84491.2578125
164,30.237873077392578,86317.6171875,86287.3828125
165,30.694250106811523,87117.0234375,87086.328125
166,30.412761688232422,87070.5234375,87040.109375
167,30.16387367248535,83938.6796875,83908.515625
168,28.49635887145996,85523.296875,85494.796875
169,31.33172607421875,85740.6875,85709.359375
170,29.848344802856445,85406.3046875,85376.453125
171,31.007352828979492,85195.421875,85164.4140625
172,26.24293327331543,84018.2109375,83991.96875
173,29.564773559570312,85417.5390625,85387.9765625
174,28.78761863708496,88275.9453125,88247.15625
175,32.039405822753906,92343.953125,92311.9140625
176,27.896549224853516,83238.9765625,83211.078125
177,31.344560623168945,85600.1875,85568.84375
178,28.885787963867188,83439.1484375,83410.265625
179,27.498167037963867,85825.5,85798.0
180,27.243247985839844,88215.84375,88188.6015625
181,27.990358352661133,85828.25,85800.2578125
182,31.316186904907227,86832.8203125,86801.5078125
183,28.71755027770996,85312.390625,85283.671875
184,32.674373626708984,87711.0,87678.328125
185,30.386213302612305,87501.765625,87471.3828125
186,30.2597599029541,85919.203125,85888.9453125
187,32.561912536621094,87613.328125,87580.765625
188,29.56388282775879,82811.828125,82782.265625
189,27.178606033325195,87592.8125,87565.6328125
190,29.928056716918945,89608.015625,89578.0859375
191,29.014387130737305,83433.5078125,83404.4921875
192,28.206274032592773,81253.3984375,81225.1953125
193,29.13164710998535,86520.328125,86491.1953125
194,31.465167999267578,86306.640625,86275.171875
195,28.587169647216797,86564.6875,86536.1015625
196,27.866437911987305,83200.3359375,83172.46875
197,31.16022491455078,89491.3203125,89460.15625
198,27.67066764831543,86695.5390625,86667.8671875
199,28.06883430480957,84913.890625,84885.8203125
200,28.62986946105957,89666.8046875,89638.171875
201,30.80240821838379,87535.9609375,87505.15625
202,27.680416107177734,84272.8203125,84245.140625
203,28.681079864501953,91744.1796875,91715.5
204,31.415369033813477,84705.765625,84674.3515625
205,27.638593673706055,82650.296875,82622.65625
206,31.674776077270508,84149.34375,84117.671875
207,30.288150787353516,88589.1171875,88558.828125
208,28.280488967895508,88256.0625,88227.78125
209,25.256471633911133,85990.5546875,85965.296875
210,28.082534790039062,85148.953125,85120.8671875
211,28.06629180908203,85829.3046875,85801.2421875
212,26.90620231628418,86016.1328125,85989.2265625
213,28.40198516845703,83027.3671875,82998.96875
214,27.18516731262207,87102.0390625,87074.8515625
215,23.45732879638672,86371.78125,86348.3203125
216,29.530736923217773,88128.875,88099.34375
217,27.798460006713867,85824.3984375,85796.6015625
218,29.501386642456055,84997.984375,84968.484375
219,28.33435821533203,84602.8203125,84574.484375
220,27.012935638427734,87864.4296875,87837.4140625
221,28.34239387512207,84951.6953125,84923.3515625
222,25.807836532592773,84957.8203125,84932.015625
223,29.23029136657715,85868.296875,85839.0703125
224,28.623701095581055,87661.9609375,87633.3359375
225,27.712732315063477,85595.9375,85568.2265625
226,26.702486038208008,84217.4296875,84190.7265625
227,26.325971603393555,86277.5546875,86251.2265625
228,28.096820831298828,81546.90625,81518.8125
229,27.19959259033203,84191.5,84164.296875
230,25.676475524902344,85393.9375,85368.2578125
231,25.74225425720215,84032.0703125,84006.328125
232,25.405044555664062,86671.5625,86646.15625
233,27.70497703552246,87306.8515625,87279.1484375
234,27.21369171142578,86452.046875,86424.8359375
235,27.098020553588867,84756.2578125,84729.15625
236,23.379724502563477,84510.3828125,84487.0
237,26.569435119628906,85979.15625,85952.5859375
238,25.197463989257812,84358.2890625,84333.09375
239,28.356243133544922,85067.609375,85039.25
240,26.3192081451416,84441.1015625,84414.78125
241,31.800617218017578,90548.8984375,90517.1015625
242,27.952346801757812,86075.34375,86047.390625
243,25.97527313232422,84364.546875,84338.5703125
244,26.450014114379883,82829.296875,82802.84375
245,23.932861328125,84476.2265625,84452.296875
246,27.173051834106445,86421.9375,86394.765625
247,25.54624366760254,83762.515625,83736.96875
248,27.24626350402832,87510.1328125,87482.8828125
249,25.320716857910156,86811.09375,86785.7734375
0,142.84034729003906,95182.6796875,95039.8359375
1,38.1713752746582,93226.53125,93188.359375
2,22.7596378326416,95535.8515625,95513.09375
3,20.634584426879883,94117.078125,94096.4453125
4,26.35887908935547,93593.71875,93567.359375
0,148.0902099609375,94428.3203125,94280.2265625,147.09890747070312,95415.7421875,95268.640625
1,33.305824279785156,94702.6171875,94669.3125,32.530216217041016,94593.1875,94560.65625
0,134.02410888671875,95747.8828125,95613.859375,133.0500030517578,97517.2265625,97384.1796875
1,32.507083892822266,96105.9765625,96073.46875,35.41078186035156,97118.8359375,97083.421875
2,18.282604217529297,94893.421875,94875.140625,19.051969528198242,96700.46875,96681.4140625
0,130.97494506835938,97018.0625,96887.0859375,128.47512817382812,96663.1015625,96534.625
1,33.758853912353516,92642.9921875,92609.234375,33.63169860839844,96036.3203125,96002.6875
2,16.11362075805664,95985.7890625,95969.671875,19.25677490234375,95913.5546875,95894.296875
3,24.361474990844727,94482.4140625,94458.0546875,36.05840301513672,95289.84375,95253.7890625
4,21.740385055541992,92050.59375,92028.8515625,26.040225982666016,93476.5703125,93450.53125
5,28.41084098815918,87377.0234375,87348.609375,32.453819274902344,92476.8515625,92444.3984375
6,48.92086410522461,91116.90625,91067.984375,41.34380340576172,92130.53125,92089.1875
7,46.938880920410156,90307.9453125,90261.0078125,37.829994201660156,91812.484375,91774.65625
8,50.13960266113281,91468.9140625,91418.7734375,39.84308624267578,91498.234375,91458.390625
9,46.7411994934082,90710.0859375,90663.34375,41.95778274536133,91344.0859375,91302.125
10,54.6643180847168,89021.828125,88967.1640625,42.46320343017578,91180.2578125,91137.796875
11,50.512046813964844,89766.859375,89716.34375,41.70027160644531,91028.5234375,90986.8203125
12,50.751766204833984,89551.2734375,89500.5234375,40.92247009277344,90878.5546875,90837.6328125
13,51.013248443603516,93819.515625,93768.5,39.20068359375,90768.515625,90729.3125
14,53.829769134521484,89762.484375,89708.65625,40.00898742675781,90649.0703125,90609.0625
15,54.64366149902344,91933.8359375,91879.1953125,40.410789489746094,90541.2109375,90500.796875
16,58.16416931152344,90208.3671875,90150.203125,41.0417366027832,90431.7578125,90390.71875
17,52.62692642211914,89264.984375,89212.359375,41.18328857421875,90340.9453125,90299.765625
18,51.231849670410156,92803.578125,92752.34375,40.82307434082031,90195.3359375,90154.515625
19,48.88905334472656,87910.9453125,87862.0546875,41.38916015625,90077.0,90035.609375
20,56.155364990234375,83620.953125,83564.796875,42.2152099609375,89967.5859375,89925.3671875
21,53.391841888427734,90315.359375,90261.96875,43.07260513305664,89867.9296875,89824.859375
22,57.53923797607422,84211.3984375,84153.859375,43.42049789428711,89786.3125,89742.890625
23,49.07743453979492,90680.5078125,90631.4296875,43.548370361328125,89711.1953125,89667.6484375
24,48.37433624267578,87883.2890625,87834.9140625,43.822669982910156,89638.203125,89594.3828125
25,46.161582946777344,93625.2421875,93579.078125,44.2235107421875,89561.8046875,89517.578125
26,57.193477630615234,89663.6015625,89606.40625,44.53510665893555,89482.25,89437.71875
27,55.47050094604492,87830.2265625,87774.7578125,44.59537124633789,89417.328125,89372.734375
28,54.083316802978516,85765.7421875,85711.65625,44.91633605957031,89347.1328125,89302.21875
29,55.73127365112305,87435.1171875,87379.3828125,45.025630950927734,89286.421875,89241.3984375
30,49.9012565612793,85303.1015625,85253.203125,45.11279296875,89233.484375,89188.375
31,48.31143569946289,87090.5,87042.1875,44.92344284057617,89179.1171875,89134.1953125
32,50.73578643798828,88911.6328125,88860.8984375,44.9691276550293,89132.359375,89087.390625
33,49.749168395996094,90013.59375,89963.84375,44.88798904418945,89093.3203125,89048.4296875
34,47.11424255371094,86305.1796875,86258.0625,44.78900909423828,89052.2734375,89007.484375
35,54.205345153808594,87587.7109375,87533.5078125,44.59318923950195,89012.875,88968.28125
36,43.2998046875,83820.0,83776.703125,44.518184661865234,88977.875,88933.359375
37,52.877933502197266,87103.9296875,87051.0546875,44.48865509033203,88936.6171875,88892.125
38,45.21462631225586,84705.8671875,84660.65625,44.39149856567383,88883.5,88839.109375
39,47.20170593261719,87047.484375,87000.28125,44.19858932495117,88843.7890625,88799.59375
40,46.54470443725586,89749.6953125,89703.1484375,44.165077209472656,88806.0546875,88761.890625
41,44.87419509887695,86521.6953125,86476.8203125,43.949005126953125,88782.1796875,88738.234375
42,46.63858413696289,90131.734375,90085.09375,43.772926330566406,88748.078125,88704.3046875
43,49.856483459472656,89866.015625,89816.15625,43.579246520996094,88713.71875,88670.140625
44,48.14328384399414,88682.5859375,88634.4453125,43.35306167602539,88688.609375,88645.2578125
45,49.16105270385742,88575.6015625,88526.4375,43.137210845947266,88652.84375,88609.703125
46,46.91587829589844,91889.0,91842.0859375,42.874874114990234,88626.6796875,88583.8046875
47,47.80500411987305,88928.0703125,88880.265625,42.71494674682617,88602.046875,88559.328125
48,44.240047454833984,83842.5078125,83798.265625,42.49970626831055,88581.609375,88539.109375
49,46.05152130126953,85885.390625,85839.3359375,42.17742919921875,88566.671875,88524.4921875
50,43.81887435913086,88034.3046875,87990.484375,42.01572799682617,88537.015625,88495.0
51,41.897621154785156,82320.5859375,82278.6875,41.839935302734375,88515.671875,88473.828125
52,43.37577438354492,84930.3203125,84886.9453125,41.72649383544922,88492.9375,88451.2109375
53,45.94304275512695,85943.5,85897.5546875,41.54115676879883,88464.0234375,88422.484375
54,48.21831512451172,90555.4453125,90507.2265625,41.33817672729492,88442.5703125,88401.234375
55,45.953285217285156,85662.171875,85616.21875,41.12568664550781,88428.3203125,88387.1953125
56,41.61558532714844,90226.3046875,90184.6875,40.93390655517578,88409.40625,88368.46875
57,50.66749572753906,88971.1328125,88920.46875,40.58494186401367,88399.6953125,88359.109375
58,42.027130126953125,85875.453125,85833.4296875,40.44217300415039,88382.9296875,88342.484375
59,46.70330047607422,85136.734375,85090.03125,40.222747802734375,88367.2265625,88327.0
60,39.18252944946289,87435.59375,87396.4140625,39.93983840942383,88354.7890625,88314.8515625
61,38.15162658691406,83361.0,83322.8515625,39.78031539916992,88340.875,88301.09375
62,43.17710876464844,86954.0078125,86910.828125,39.58022689819336,88317.171875,88277.59375
63,47.49190902709961,89609.8359375,89562.34375,39.33229064941406,88305.625,88266.2890625
64,39.04497146606445,89137.4140625,89098.3671875,39.08491897583008,88293.765625,88254.6796875
65,42.34221649169922,86715.2578125,86672.9140625,38.951377868652344,88266.546875,88227.59375
66,43.156715393066406,86200.0859375,86156.9296875,38.6925163269043,88250.203125,88211.5078125
67,40.503082275390625,89161.6484375,89121.1484375,38.565826416015625,88222.1875,88183.625
68,40.432682037353516,87093.046875,87052.6171875,38.34941482543945,88204.2734375,88165.921875
69,39.134376525878906,89462.3984375,89423.265625,38.13039016723633,88182.4453125,88144.3125
70,39.93761444091797,82808.25,82768.3125,37.931400299072266,88168.1640625,88130.234375
71,40.93234634399414,89220.3984375,89179.46875,37.740203857421875,88152.8515625,88115.109375
72,43.09675216674805,83118.75,83075.65625,37.61326217651367,88141.9296875,88104.3203125
73,40.14873504638672,82536.6640625,82496.515625,37.42182159423828,88117.96875,88080.546875
74,39.70186233520508,83742.5,83702.796875,37.263397216796875,88107.265625,88070.0
75,42.847373962402344,86969.1640625,86926.3203125,37.176029205322266,88097.0390625,88059.859375
