epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6351073980331421,0.6790700554847717,0.7271226048469543,0.6369923949241638,0.6305726766586304,0.6276177763938904,0.7605589628219604,0.7140575647354126,0.7497091293334961,0.37691423296928406
1,0.6978467702865601,0.7642361521720886,0.588714063167572,0.7008364796638489,0.6918612122535706,0.6561435461044312,0.7852848768234253,0.7001840472221375,0.779155969619751,0.430460661649704
2,0.725250780582428,0.8003422021865845,0.5435433387756348,0.7265058755874634,0.7236984968185425,0.6831629872322083,0.8109562397003174,0.6830187439918518,0.8051308989524841,0.47863784432411194
3,0.7459154725074768,0.8253816366195679,0.5130515694618225,0.7460446357727051,0.7467179894447327,0.7050714492797852,0.8315211534500122,0.6560505032539368,0.8212683200836182,0.5200250744819641
4,0.7615341544151306,0.8438308835029602,0.48979637026786804,0.7612161040306091,0.7631034255027771,0.7344802021980286,0.8488207459449768,0.5946137309074402,0.828082263469696,0.5880914926528931
5,0.7723767757415771,0.8558674454689026,0.4736305773258209,0.7720550298690796,0.7738611102104187,0.7477977275848389,0.8559190630912781,0.5749427080154419,0.82795250415802,0.6220411658287048
6,0.7807340621948242,0.8639500737190247,0.4620206356048584,0.7805177569389343,0.781963050365448,0.7561601400375366,0.8626549243927002,0.5642592906951904,0.8341736197471619,0.6360388398170471
7,0.7868890762329102,0.8704798817634583,0.45189356803894043,0.7862556576728821,0.7888045907020569,0.7669845223426819,0.8703474402427673,0.5364953875541687,0.8338671326637268,0.6635746359825134
8,0.7924987077713013,0.8761113882064819,0.4428786039352417,0.7917157411575317,0.794619083404541,0.7620190382003784,0.8693484663963318,0.5631361603736877,0.8415074944496155,0.6423691511154175
9,0.7972564697265625,0.8810205459594727,0.4345710277557373,0.7958746552467346,0.8003454208374023,0.7697062492370605,0.8731331825256348,0.5463000535964966,0.8385685682296753,0.6648281812667847
10,0.8014766573905945,0.8849052786827087,0.42767971754074097,0.7995108962059021,0.8054908514022827,0.7768636345863342,0.8768892884254456,0.5343413949012756,0.8409355282783508,0.6798287034034729
11,0.804658055305481,0.8881969451904297,0.42165884375572205,0.8021059036254883,0.8095989227294922,0.7833665609359741,0.8823058605194092,0.5104458928108215,0.8400946855545044,0.6969810724258423
