epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6305005550384521,0.6742647886276245,0.7462195158004761,0.6325284242630005,0.6247270107269287,0.6388915777206421,0.7612804770469666,0.7025051712989807,0.7473275065422058,0.4149925112724304
0,0.625810980796814,0.6668174266815186,0.7545192837715149,0.6280685067176819,0.618950605392456,0.6162497997283936,0.7422600984573364,0.7361154556274414,0.7247233986854553,0.36958813667297363
1,0.6832796335220337,0.7469151020050049,0.6095143556594849,0.6864890456199646,0.6759158968925476,0.6414439678192139,0.7635595202445984,0.7088475823402405,0.7563255429267883,0.4128093719482422
2,0.7082815766334534,0.7813966870307922,0.5642493963241577,0.7089004516601562,0.7078539729118347,0.662449300289154,0.7803021669387817,0.713619589805603,0.7783384919166565,0.4502170979976654
3,0.728358805179596,0.8060413599014282,0.5356372594833374,0.7276619672775269,0.7308133244514465,0.6856528520584106,0.7981119155883789,0.696476936340332,0.7921380996704102,0.49974244832992554
4,0.7421954870223999,0.8234315514564514,0.5151270031929016,0.7404895424842834,0.7465872168540955,0.7064017653465271,0.8150644898414612,0.6680440306663513,0.8053973317146301,0.5410013198852539
5,0.7543590664863586,0.8368778824806213,0.4989374279975891,0.7525317668914795,0.758756160736084,0.7193590998649597,0.8227599263191223,0.6633935570716858,0.8072975873947144,0.5731105804443359
6,0.763466477394104,0.8460021018981934,0.4872831702232361,0.7622259259223938,0.7665637731552124,0.7315348386764526,0.8316522836685181,0.6378217339515686,0.8093951940536499,0.6026933789253235
7,0.7698780298233032,0.852748692035675,0.47821515798568726,0.7687476277351379,0.7726817727088928,0.7328171730041504,0.8332867622375488,0.6530182361602783,0.8124111294746399,0.602448046207428
8,0.775120198726654,0.8591458201408386,0.46885666251182556,0.7736603021621704,0.7784643173217773,0.74275803565979,0.8395794630050659,0.6275173425674438,0.8123791217803955,0.6284494996070862
9,0.7808264493942261,0.8640381097793579,0.46129560470581055,0.7794896364212036,0.783868670463562,0.7431976795196533,0.841032862663269,0.6458896398544312,0.8169905543327332,0.623960554599762
10,0.7843894362449646,0.8688623905181885,0.4535170793533325,0.7826055288314819,0.7881811857223511,0.7534194588661194,0.8491456508636475,0.613520622253418,0.8207182288169861,0.6457919478416443
11,0.7887676358222961,0.8735015392303467,0.4457746744155884,0.7869828343391418,0.7924937009811401,0.7524546980857849,0.8496379256248474,0.6266759037971497,0.8230010271072388,0.6405425667762756
12,0.792837381362915,0.8776281476020813,0.43907126784324646,0.7910253405570984,0.7965499758720398,0.7601363062858582,0.8564729690551758,0.6000747084617615,0.8248554468154907,0.6579095721244812
13,0.7969041466712952,0.8813049793243408,0.432709276676178,0.7939449548721313,0.8025216460227966,0.7591471076011658,0.8557701706886292,0.6240747570991516,0.8283048868179321,0.6512129902839661
14,0.8015052080154419,0.8852880597114563,0.4256921112537384,0.7982813715934753,0.8074746131896973,0.7632626891136169,0.859926700592041,0.6101932525634766,0.8335309028625488,0.6553830504417419
15,0.80363929271698,0.8884091377258301,0.4200606346130371,0.800851583480835,0.8088287115097046,0.7653021216392517,0.8635947704315186,0.6082208156585693,0.8364402651786804,0.6570755839347839
16,0.8064939379692078,0.8915112614631653,0.4144938588142395,0.8033910393714905,0.8121531009674072,0.7649113535881042,0.8637492656707764,0.621861457824707,0.8418543934822083,0.6498883962631226
17,0.8094463348388672,0.893993616104126,0.4097798764705658,0.8062622547149658,0.8151785135269165,0.7728249430656433,0.8694624304771423,0.5873097777366638,0.8397142887115479,0.6719650626182556
18,0.8118094205856323,0.8970170617103577,0.40424636006355286,0.8083775043487549,0.8178989887237549,0.7739484906196594,0.8693403005599976,0.5986357927322388,0.8394180536270142,0.6751048564910889
19,0.8151128888130188,0.8994844555854797,0.39962753653526306,0.8112637400627136,0.821808934211731,0.7736920714378357,0.8704825639724731,0.6092715859413147,0.8448725342750549,0.6681138873100281
20,0.8172164559364319,0.9016713500022888,0.3952986001968384,0.8132947087287903,0.823980450630188,0.7754994630813599,0.8743332028388977,0.5942317247390747,0.8467377424240112,0.6704196929931641
21,0.8199673295021057,0.9039904475212097,0.3909990191459656,0.8159708380699158,0.8267862796783447,0.7800058722496033,0.8754372000694275,0.5908075571060181,0.8457587361335754,0.6826109290122986
22,0.8219029903411865,0.9062947630882263,0.38630732893943787,0.8179059624671936,0.828677237033844,0.7831810712814331,0.8798726201057434,0.5710631012916565,0.8465917706489563,0.6894301772117615
23,0.8236585259437561,0.9080836176872253,0.3828207850456238,0.8193580508232117,0.8308731317520142,0.7838161587715149,0.8807565569877625,0.575417697429657,0.8504573702812195,0.6864866018295288
24,0.8267329931259155,0.9108004570007324,0.37726902961730957,0.8225438594818115,0.8336972594261169,0.7812271118164062,0.8808159828186035,0.5920361876487732,0.8544529676437378,0.6756690740585327
25,0.8285007476806641,0.9119729995727539,0.374851793050766,0.8238437175750732,0.8361554741859436,0.7873210906982422,0.8841670751571655,0.5677458643913269,0.8533470630645752,0.6916869282722473
26,0.831214964389801,0.9144297242164612,0.36998215317726135,0.8261250853538513,0.8394737243652344,0.7902886867523193,0.8865874409675598,0.5606867671012878,0.8536527156829834,0.6985306739807129
27,0.8325461149215698,0.9161760807037354,0.3662452697753906,0.8276932835578918,0.8404008746147156,0.7882614135742188,0.8861915469169617,0.5696397423744202,0.8548665642738342,0.6922265291213989
28,0.8345703482627869,0.917844831943512,0.36261218786239624,0.8294176459312439,0.8428346514701843,0.7878950834274292,0.888660192489624,0.5670862793922424,0.8594647645950317,0.6861677169799805
29,0.8365609645843506,0.9193872809410095,0.359550416469574,0.83144211769104,0.8447194695472717,0.7896903157234192,0.888850748538971,0.5669018030166626,0.8594589829444885,0.6904849410057068
30,0.8384386301040649,0.9216263294219971,0.35470452904701233,0.8334864974021912,0.8462932109832764,0.7921083569526672,0.8910035490989685,0.5656015872955322,0.8614442944526672,0.6940662860870361
31,0.8408902883529663,0.9229170083999634,0.3520709276199341,0.8361670970916748,0.8483365774154663,0.7933662533760071,0.8936478495597839,0.554960310459137,0.8660547137260437,0.6919812560081482
